rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fz
1634027312331740604,,0,,0,0,'',0.0
1634027312339731770,,0,,0,0,'',0.0
1634027312349741549,,0,,0,0,'',0.0
1634027312359770045,,0,,0,0,'',0.0
1634027312369719776,,0,,0,0,'',0.0
1634027312379748018,,0,,0,0,'',0.0
1634027312389753199,,0,,0,0,'',0.0
1634027312399750577,,0,,0,0,'',0.0
1634027312409791238,,0,,0,0,'',0.0
1634027312419792324,,0,,0,0,'',0.0
1634027312429785451,,0,,0,0,'',0.0
1634027312439782752,,0,,0,0,'',0.0
1634027312449763703,,0,,0,0,'',0.0
1634027312459789304,,0,,0,0,'',0.0
1634027312469822668,,0,,0,0,'',0.0
1634027312479755498,,0,,0,0,'',0.0
1634027312489783418,,0,,0,0,'',0.0
1634027312499749510,,0,,0,0,'',0.0
1634027312509822810,,0,,0,0,'',0.0
1634027312519850682,,0,,0,0,'',0.0
1634027312529799887,,0,,0,0,'',0.0
1634027312539823428,,0,,0,0,'',0.0
1634027312549733806,,0,,0,0,'',0.0
1634027312559744300,,0,,0,0,'',5.412
1634027312569774438,,0,,0,0,'',5.423
1634027312579750243,,0,,0,0,'',5.423
1634027312589731743,,0,,0,0,'',5.423
1634027312599746917,,0,,0,0,'',5.415
1634027312609824763,,0,,0,0,'',5.403
