rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fz
1634026674307167432,,0,,0,0,'',5.483
1634026674317157481,,0,,0,0,'',5.47
1634026674327141751,,0,,0,0,'',5.448
1634026674337165039,,0,,0,0,'',5.417
1634026674347187921,,0,,0,0,'',5.385
1634026674357195418,,0,,0,0,'',5.356
1634026674367169871,,0,,0,0,'',5.339
1634026674377194661,,0,,0,0,'',5.335
1634026674387195648,,0,,0,0,'',5.34
1634026674397194760,,0,,0,0,'',5.359
1634026674407195794,,0,,0,0,'',5.374
1634026674417194855,,0,,0,0,'',5.386
1634026674427195004,,0,,0,0,'',5.397
1634026674437158757,,0,,0,0,'',5.402
1634026674447158120,,0,,0,0,'',5.401
1634026674457197329,,0,,0,0,'',5.403
1634026674467158934,,0,,0,0,'',5.4
1634026674477194990,,0,,0,0,'',5.408
1634026674487190420,,0,,0,0,'',5.406
1634026674497135188,,0,,0,0,'',5.406
1634026674507133966,,0,,0,0,'',5.406
1634026674517134315,,0,,0,0,'',5.406
1634026674527144939,,0,,0,0,'',5.406
1634026674537145123,,0,,0,0,'',5.406
1634026674547135146,,0,,0,0,'',5.406
1634026674557144046,,0,,0,0,'',5.406
1634026674567109062,,0,,0,0,'',5.406
