rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fz
1634026870457400411,,0,,0,0,'',0.0
1634026870464774017,,0,,0,0,'',0.0
1634026870474750901,,0,,0,0,'',0.0
1634026870484725892,,0,,0,0,'',0.0
1634026870494775479,,0,,0,0,'',0.0
1634026870504797566,,0,,0,0,'',0.0
1634026870514797418,,0,,0,0,'',0.0
1634026870524788380,,0,,0,0,'',0.0
1634026870534792214,,0,,0,0,'',0.0
1634026870544765576,,0,,0,0,'',0.0
1634026870554783012,,0,,0,0,'',0.0
1634026870564790956,,0,,0,0,'',0.0
1634026870574832973,,0,,0,0,'',0.0
1634026870584764527,,0,,0,0,'',0.0
1634026870594783319,,0,,0,0,'',0.0
1634026870604801208,,0,,0,0,'',0.0
1634026870614801365,,0,,0,0,'',0.0
1634026870624799240,,0,,0,0,'',0.0
1634026870634792382,,0,,0,0,'',0.0
1634026870644832764,,0,,0,0,'',0.0
1634026870654768146,,0,,0,0,'',0.0
1634026870664784478,,0,,0,0,'',0.0
1634026870674740421,,0,,0,0,'',5.368
1634026870684783079,,0,,0,0,'',5.385
1634026870694728338,,0,,0,0,'',5.403
1634026870704735650,,0,,0,0,'',5.423
1634026870714720821,,0,,0,0,'',5.441
1634026870724771118,,0,,0,0,'',5.46
1634026870734755112,,0,,0,0,'',5.473
