rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fz
1634027263793023163,,0,,0,0,'',0.0
1634027263801114705,,0,,0,0,'',0.0
1634027263811102272,,0,,0,0,'',0.0
1634027263821077811,,0,,0,0,'',0.0
1634027263831070045,,0,,0,0,'',0.0
1634027263841118013,,0,,0,0,'',0.0
1634027263851147983,,0,,0,0,'',0.0
1634027263861114193,,0,,0,0,'',0.0
1634027263871071700,,0,,0,0,'',0.0
1634027263881063017,,0,,0,0,'',0.0
1634027263891111336,,0,,0,0,'',0.0
1634027263901143180,,0,,0,0,'',0.0
1634027263911119391,,0,,0,0,'',0.0
1634027263921174769,,0,,0,0,'',0.0
1634027263931116032,,0,,0,0,'',0.0
1634027263941114380,,0,,0,0,'',0.0
1634027263951146597,,0,,0,0,'',0.0
1634027263961146257,,0,,0,0,'',0.0
1634027263971127991,,0,,0,0,'',0.0
1634027263981126908,,0,,0,0,'',0.0
1634027263991151043,,0,,0,0,'',0.0
1634027264001128300,,0,,0,0,'',0.0
1634027264011126244,,0,,0,0,'',0.0
1634027264021153102,,0,,0,0,'',0.0
1634027264031171456,,0,,0,0,'',0.0
1634027264041122192,,0,,0,0,'',0.0
1634027264051157054,,0,,0,0,'',0.0
1634027264061118776,,0,,0,0,'',0.0
1634027264071129987,,0,,0,0,'',0.0
