rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fz
1634026711840374411,,0,,0,0,'',5.534
1634026711850363407,,0,,0,0,'',5.534
1634026711860358933,,0,,0,0,'',5.538
1634026711870350041,,0,,0,0,'',5.533
1634026711880344323,,0,,0,0,'',5.533
1634026711890369817,,0,,0,0,'',5.532
1634026711900365117,,0,,0,0,'',5.533
1634026711910366650,,0,,0,0,'',5.534
1634026711920344230,,0,,0,0,'',5.541
1634026711930334522,,0,,0,0,'',5.543
1634026711940366772,,0,,0,0,'',5.539
1634026711950335175,,0,,0,0,'',5.523
1634026711960335894,,0,,0,0,'',5.499
1634026711970359413,,0,,0,0,'',5.471
1634026711980331332,,0,,0,0,'',5.43
1634026711990327396,,0,,0,0,'',5.394
1634026712000342393,,0,,0,0,'',5.368
1634026712010394256,,0,,0,0,'',5.357
1634026712020386314,,0,,0,0,'',5.357
1634026712030327601,,0,,0,0,'',5.365
1634026712040329213,,0,,0,0,'',5.38
1634026712050327293,,0,,0,0,'',5.382
1634026712060358426,,0,,0,0,'',5.383
1634026712070337997,,0,,0,0,'',5.369
1634026712080329403,,0,,0,0,'',5.356
1634026712090329689,,0,,0,0,'',5.344
1634026712100364875,,0,,0,0,'',5.335
1634026712110330924,,0,,0,0,'',5.332
1634026712120328511,,0,,0,0,'',5.337
1634026712130414552,,0,,0,0,'',5.344
1634026712140373863,,0,,0,0,'',5.351
1634026712150340313,,0,,0,0,'',5.361
1634026712160332042,,0,,0,0,'',5.372
1634026712170328325,,0,,0,0,'',5.382
1634026712180362921,,0,,0,0,'',5.389
1634026712190340059,,0,,0,0,'',5.403
1634026712200338899,,0,,0,0,'',5.414
1634026712210343755,,0,,0,0,'',5.424
1634026712220374038,,0,,0,0,'',5.434
1634026712230360418,,0,,0,0,'',5.443
1634026712240359553,,0,,0,0,'',5.452
1634026712250366822,,0,,0,0,'',5.461
1634026712260329481,,0,,0,0,'',5.469
1634026712270327532,,0,,0,0,'',5.475
1634026712280375646,,0,,0,0,'',5.482
1634026712290411840,,0,,0,0,'',5.488
1634026712300413450,,0,,0,0,'',5.492
1634026712310367487,,0,,0,0,'',5.504
1634026712320417011,,0,,0,0,'',5.513
1634026712330400050,,0,,0,0,'',5.519
1634026712340401141,,0,,0,0,'',5.518
1634026712350431950,,0,,0,0,'',5.509
1634026712360326442,,0,,0,0,'',5.496
1634026712370356515,,0,,0,0,'',5.481
1634026712380357475,,0,,0,0,'',5.468
1634026712390327108,,0,,0,0,'',5.459
1634026712400324076,,0,,0,0,'',5.456
1634026712410331180,,0,,0,0,'',5.45
1634026712420357037,,0,,0,0,'',5.449
1634026712430357129,,0,,0,0,'',5.445
1634026712440327123,,0,,0,0,'',5.439
1634026712450323914,,0,,0,0,'',5.443
1634026712460339412,,0,,0,0,'',5.45
1634026712470343489,,0,,0,0,'',5.463
1634026712480337628,,0,,0,0,'',5.486
1634026712490372885,,0,,0,0,'',5.509
1634026712500373006,,0,,0,0,'',5.522
1634026712510337141,,0,,0,0,'',5.533
1634026712520371621,,0,,0,0,'',5.53
1634026712530340646,,0,,0,0,'',5.512
1634026712540335564,,0,,0,0,'',5.486
1634026712550365143,,0,,0,0,'',5.461
1634026712560332277,,0,,0,0,'',5.436
1634026712570355704,,0,,0,0,'',5.415
1634026712580356159,,0,,0,0,'',5.401
1634026712590363847,,0,,0,0,'',5.395
1634026712600354859,,0,,0,0,'',5.394
1634026712610323430,,0,,0,0,'',5.392
1634026712620324049,,0,,0,0,'',5.395
1634026712630367192,,0,,0,0,'',5.39
1634026712640365978,,0,,0,0,'',5.384
1634026712650355495,,0,,0,0,'',5.38
1634026712660324480,,0,,0,0,'',5.377
1634026712670356522,,0,,0,0,'',5.383
1634026712680356564,,0,,0,0,'',5.395
1634026712690354809,,0,,0,0,'',5.416
1634026712700355652,,0,,0,0,'',5.439
1634026712710335742,,0,,0,0,'',5.463
1634026712720328375,,0,,0,0,'',5.484
1634026712730373524,,0,,0,0,'',5.501
1634026712740330457,,0,,0,0,'',5.511
1634026712750338496,,0,,0,0,'',5.518
1634026712760329977,,0,,0,0,'',5.523
1634026712770331245,,0,,0,0,'',5.518
1634026712780326394,,0,,0,0,'',5.508
1634026712790361518,,0,,0,0,'',5.49
1634026712800328789,,0,,0,0,'',5.472
1634026712810326939,,0,,0,0,'',5.449
1634026712820328598,,0,,0,0,'',5.429
1634026712830358219,,0,,0,0,'',5.415
1634026712840385201,,0,,0,0,'',5.411
1634026712850362473,,0,,0,0,'',5.417
1634026712860329177,,0,,0,0,'',5.432
1634026712870345183,,0,,0,0,'',5.449
1634026712880330351,,0,,0,0,'',5.46
1634026712890328620,,0,,0,0,'',5.467
1634026712900334215,,0,,0,0,'',5.463
1634026712910329098,,0,,0,0,'',5.447
1634026712920336392,,0,,0,0,'',5.426
1634026712930377477,,0,,0,0,'',5.413
1634026712940327056,,0,,0,0,'',5.404
1634026712950326521,,0,,0,0,'',5.406
1634026712960334925,,0,,0,0,'',5.417
1634026712970362368,,0,,0,0,'',5.431
1634026712980359765,,0,,0,0,'',5.443
1634026712990306002,,0,,0,0,'',5.443
1634026713000305212,,0,,0,0,'',5.443
1634026713010315309,,0,,0,0,'',5.443
1634026713020316732,,0,,0,0,'',5.443
1634026713030323050,,0,,0,0,'',5.443
1634026713040318396,,0,,0,0,'',5.443
1634026713050318137,,0,,0,0,'',5.443
1634026713060316167,,0,,0,0,'',5.443
1634026713070316698,,0,,0,0,'',5.443
1634026713080316149,,0,,0,0,'',5.443
1634026713090316536,,0,,0,0,'',5.443
1634026713100306079,,0,,0,0,'',5.443
1634026713110315216,,0,,0,0,'',5.443
1634026713120313362,,0,,0,0,'',5.443
