rosbagTimestamp,fz,z
1643988351347591103,0.045,0.0696557126049
1643988351383073640,0.106,0.0687054300746
1643988351425415653,0.095,0.0682847017742
1643988351468684805,0.092,0.0680365796091
1643988351518785125,0.084,0.0676473566584
1643988351561582662,0.061,0.0672854739346
1643988351604568857,0.029,0.067097004325
1643988351611067987,0.024,0.0669405605777
1643988351654321300,0.059,0.0667763046138
1643988351696964329,0.079,0.0664489939199
1643988351746710641,0.03,0.0660952929559
1643988351789805970,0.046,0.065772584765
1643988351833052086,0.016,0.0654209090566
1643988351883127291,-0.804,0.0651312458075
1643988351925693519,-2.417,0.0648618988222
1643988351969045358,-4.002,0.0645346817001
1643988352018618727,-5.678,0.0642289206334
1643988352060905020,-6.882,0.0640608942438
1643988352103897881,-7.936,0.063716035065
1643988352147232242,-8.745,0.0633750790271
1643988352190187404,-9.261,0.0630642525029
1643988352232743619,-9.573,0.0628956355977
1643988352239978448,-9.597,0.0627276539458
1643988352283167220,-9.511,0.0625516383511
1643988352325721111,-9.146,0.0621828133018
1643988352368947824,-8.63,0.0618152463758
1643988352418757769,-7.677,0.0614280662577
1643988352461009768,-6.745,0.0610145278131
1643988352504418065,-5.87,0.060662009469
1643988352547167766,-5.084,0.0602771757991
1643988352589953667,-4.351,0.0601048875093
1643988352632622918,-3.844,0.0597562415529
1643988352682850622,-3.293,0.0594274050986
1643988352725804271,-3.221,0.0591493501426
1643988352769749353,-3.616,0.0588479405411
1643988352811576128,-4.461,0.0585683228778
1643988352854125155,-5.691,0.0584225382646
1643988352896710532,-7.048,0.0581233468039
1643988352947371729,-8.764,0.0578255904417
1643988352989544669,-10.164,0.057499234331
1643988353039723812,-11.654,0.0571915471825
1643988353082977632,-12.531,0.0568329612616
1643988353133100992,-13.281,0.0564667035976
1643988353175439939,-13.639,0.0560814867066
1643988353225855624,-13.496,0.0557412323613
1643988353268875386,-13.016,0.05540028105
1643988353311313620,-12.372,0.0552085799311
1643988353361580710,-11.428,0.0548845398559
1643988353411256349,-10.358,0.0545286957194
1643988353453995552,-9.601,0.0541562898145
1643988353497208982,-8.999,0.0538029991701
1643988353540179952,-8.446,0.0534772572278
1643988353583175685,-8.102,0.0531247560296
1643988353626046775,-8.013,0.0529569226013
1643988353668666845,-8.233,0.0526293149147
1643988353718429342,-8.845,0.0523220339117
1643988353760428472,-9.495,0.0520188255935
1643988353803660626,-10.303,0.0517245281971
1643988353847382121,-11.401,0.0514210608268
1643988353896293076,-12.893,0.0512925003391
1643988353947281638,-14.972,0.0509976080545
1643988353990398494,-17.478,0.0507041482846
1643988354039827135,-20.847,0.0503818452084
1643988354082912697,-24.778,0.050089697274
1643988354126000083,-29.179,0.049873305975
