rosbagTimestamp,fz,z
1643986758372198992,1.126,0.0896444286551
1643986758379452191,1.101,0.0896444286551
1643986758386443134,1.094,0.0896444286551
1643986758393673840,1.089,0.0896444286551
1643986758400796761,1.095,0.0896444286551
1643986758407605090,1.101,0.0886957074141
1643986758414769439,1.118,0.0886957074141
1643986758421344275,1.133,0.0886957074141
1643986758428572312,1.147,0.0886957074141
1643986758435668481,1.163,0.0886957074141
1643986758443223198,1.174,0.0886957074141
1643986758450604258,1.182,0.0886957074141
1643986758457833000,1.183,0.0884452182832
1643986758464802132,1.181,0.0884452182832
1643986758471509013,1.176,0.0884452182832
1643986758478851128,1.169,0.0884452182832
1643986758486045406,1.164,0.0884452182832
1643986758493026288,1.156,0.0884452182832
1643986758500135948,1.154,0.0881590972326
1643986758507639006,1.158,0.0881590972326
1643986758514939163,1.168,0.0881590972326
1643986758521964782,1.179,0.0881590972326
1643986758529042603,1.199,0.0881590972326
1643986758536208787,1.215,0.0881590972326
1643986758543323168,1.236,0.0879648052546
1643986758550254793,1.252,0.0879648052546
1643986758557650199,1.267,0.0879648052546
1643986758564744833,1.279,0.0879648052546
1643986758571842566,1.281,0.0879648052546
1643986758579225415,1.28,0.0879648052546
1643986758586536149,1.273,0.0876428338795
1643986758593363062,1.261,0.0876428338795
1643986758600479215,1.252,0.0876428338795
1643986758607692254,1.241,0.0876428338795
1643986758614692704,1.229,0.0876428338795
1643986758621861215,1.224,0.0876428338795
1643986758628893884,1.22,0.0872782613151
1643986758636293261,1.219,0.0872782613151
1643986758642615342,1.223,0.0872782613151
1643986758650310591,1.228,0.0872782613151
1643986758657344541,1.234,0.0872782613151
1643986758664233603,1.238,0.0872782613151
1643986758672244487,1.242,0.0872782613151
1643986758678582941,1.248,0.0869320698789
1643986758685580429,1.248,0.0869320698789
1643986758693244785,1.243,0.0869320698789
1643986758700295441,1.241,0.0869320698789
1643986758707561743,1.236,0.0869320698789
1643986758714832326,1.231,0.0869320698789
1643986758721695332,1.231,0.0865858310799
1643986758728230240,1.228,0.0865858310799
1643986758735833637,1.228,0.0865858310799
1643986758742876141,1.229,0.0865858310799
1643986758750362471,1.229,0.0865858310799
1643986758757679080,1.228,0.0865858310799
1643986758764659243,1.226,0.0862518659352
1643986758771810507,1.221,0.0862518659352
1643986758778789241,1.216,0.0862518659352
1643986758786040621,1.209,0.0862518659352
1643986758793140178,1.194,0.0862518659352
1643986758800501835,1.186,0.0862518659352
1643986758807537062,1.175,0.0862518659352
1643986758814162490,1.171,0.0860581352388
1643986758821594295,1.166,0.0860581352388
1643986758828950786,1.164,0.0860581352388
1643986758836166525,1.167,0.0860581352388
1643986758843590462,1.174,0.0860581352388
1643986758850539174,1.182,0.0860581352388
1643986758857153936,1.192,0.0857373573473
1643986758864667243,1.2,0.0857373573473
1643986758872122489,1.207,0.0857373573473
1643986758878920377,1.213,0.0857373573473
1643986758886132224,1.218,0.0857373573473
1643986758893312943,1.219,0.0857373573473
1643986758899797700,1.217,0.0857373573473
1643986758907493021,1.211,0.0853926446092
1643986758914640781,1.207,0.0853926446092
1643986758921632210,1.205,0.0853926446092
1643986758929205018,1.199,0.0853926446092
1643986758936281579,1.2,0.0853926446092
1643986758942923606,1.197,0.0853926446092
1643986758950224308,1.199,0.0850601320323
1643986758957370525,1.202,0.0850601320323
1643986758964946344,1.204,0.0850601320323
1643986758971800181,1.21,0.0850601320323
1643986758979103878,1.212,0.0850601320323
1643986758986228344,1.215,0.0850601320323
1643986758993445402,1.217,0.0847276739905
1643986759000566564,1.221,0.0847276739905
1643986759007671907,1.221,0.0847276739905
1643986759014716236,1.224,0.0847276739905
1643986759022147200,1.23,0.0847276739905
1643986759029105468,1.24,0.0847276739905
1643986759035668782,1.251,0.0847276739905
1643986759043674043,1.264,0.0844304462367
1643986759050603737,1.274,0.0844304462367
1643986759057588026,1.283,0.0844304462367
1643986759064741769,1.292,0.0844304462367
1643986759072542329,1.295,0.0844304462367
1643986759078246697,1.294,0.0844304462367
1643986759086265752,1.292,0.084116968425
1643986759093283502,1.282,0.084116968425
1643986759100441544,1.278,0.084116968425
1643986759107590318,1.27,0.084116968425
1643986759114780240,1.263,0.084116968425
1643986759121950378,1.255,0.084116968425
1643986759129031293,1.252,0.084116968425
1643986759135967784,1.251,0.0837665261168
1643986759143040038,1.252,0.0837665261168
1643986759149717063,1.256,0.0837665261168
1643986759156899383,1.255,0.0837665261168
1643986759164904632,1.257,0.0837665261168
1643986759171938025,1.255,0.0837665261168
1643986759178994406,1.251,0.0837665261168
1643986759186417675,1.243,0.0834428212078
1643986759193319576,1.23,0.0834428212078
1643986759200302234,1.22,0.0834428212078
1643986759207012157,1.202,0.0834428212078
1643986759214436224,1.189,0.0834428212078
1643986759222173731,1.174,0.0834428212078
1643986759229404983,1.165,0.0830978081402
1643986759236475619,1.162,0.0830978081402
1643986759243931780,1.163,0.0830978081402
1643986759250543776,1.169,0.0830978081402
1643986759257050172,1.179,0.0830978081402
1643986759264847177,1.193,0.0830978081402
1643986759272707535,1.211,0.0827625799311
1643986759278912731,1.225,0.0827625799311
1643986759286206149,1.23,0.0827625799311
1643986759293016491,1.237,0.0827625799311
1643986759300680663,1.238,0.0827625799311
1643986759307491290,1.233,0.0827625799311
1643986759314153014,1.228,0.0825951412667
1643986759321879670,1.219,0.0824274816066
1643986759328789207,1.212,0.0824274816066
1643986759336159274,1.203,0.0824274816066
1643986759343556823,1.197,0.0824274816066
1643986759350352761,1.19,0.0824274816066
