rosbagTimestamp,z
1634135004059681777,0.458607754994
1634135004273063341,0.458604691975
1634135004273170028,0.458604691975
1634135004281268387,0.458604691975
1634135004289251066,0.458604691975
1634135004297246935,0.458600096296
1634135004305281113,0.458600096296
1634135004313261462,0.458600096296
1634135004321267529,0.458610818628
1634135004329281324,0.458610818628
1634135004337235665,0.458610818628
1634135004345261010,0.458036151064
1634135004353259848,0.458036151064
1634135004361259221,0.458036151064
1634135004369273067,0.457477200227
1634135004377257475,0.457477200227
1634135004385259794,0.457477200227
1634135004393261926,0.457006727732
1634135004401284488,0.457006727732
1634135004409257625,0.457006727732
1634135004417228732,0.456549229773
1634135004425244625,0.456549229773
1634135004433321043,0.456549229773
1634135004441259922,0.456060423347
1634135004449259927,0.456060423347
1634135004457250565,0.456060423347
1634135004465262013,0.455569591265
1634135004473260345,0.455569591265
1634135004481317438,0.455569591265
1634135004489259331,0.455071400479
1634135004497266796,0.455071400479
1634135004505268094,0.455071400479
1634135004513363281,0.454523215497
1634135004521361262,0.454523215497
1634135004529265734,0.454523215497
1634135004537242122,0.453979507555
1634135004545265778,0.453979507555
1634135004553270647,0.453979507555
1634135004561267394,0.453493107929
1634135004569265693,0.453493107929
1634135004577251427,0.453493107929
1634135004585271506,0.453026921943
1634135004593315686,0.453026921943
1634135004601360110,0.453026921943
1634135004609256479,0.452553662669
1634135004617239689,0.452553662669
1634135004625316404,0.452553662669
1634135004633268179,0.452092107082
1634135004641267745,0.452092107082
1634135004649323457,0.452092107082
1634135004657269901,0.45167022211
1634135004665362684,0.45167022211
1634135004673274235,0.45167022211
1634135004681361880,0.451207856487
1634135004689299712,0.451207856487
1634135004697275906,0.451207856487
1634135004705285038,0.450712185432
1634135004713314404,0.450712185432
1634135004721267466,0.450712185432
1634135004729257928,0.450176405027
1634135004737267935,0.450176405027
1634135004745316699,0.450176405027
1634135004753267492,0.449663895575
1634135004761265814,0.449663895575
1634135004769294310,0.449663895575
1634135004777230408,0.449164812728
1634135004785271389,0.449164812728
1634135004793269760,0.449164812728
1634135004801355343,0.448689285826
1634135004809257443,0.448689285826
1634135004817247169,0.448689285826
1634135004825278262,0.448211596747
1634135004833359216,0.448211596747
1634135004841266619,0.448211596747
1634135004849280140,0.44776342531
1634135004857257613,0.44776342531
1634135004865260163,0.44776342531
1634135004873251868,0.447347556528
1634135004881260095,0.447347556528
1634135004889236547,0.447347556528
1634135004897237996,0.446909181444
1634135004905314977,0.446909181444
1634135004913358158,0.446909181444
1634135004921287531,0.446424501625
1634135004929286545,0.446424501625
1634135004937262038,0.446424501625
1634135004945263903,0.4459162026
1634135004953267425,0.4459162026
1634135004961262683,0.4459162026
1634135004969262825,0.445388703892
1634135004977300456,0.445388703892
1634135004985322598,0.445388703892
1634135004993318832,0.444877299724
1634135005001265573,0.444877299724
1634135005009258972,0.444877299724
1634135005017289859,0.44436508403
1634135005025359742,0.44436508403
1634135005033360518,0.44436508403
1634135005041266761,0.443877295288
1634135005049265569,0.443877295288
1634135005057238012,0.443877295288
1634135005065264128,0.443407169145
1634135005073275583,0.443407169145
1634135005081271174,0.443407169145
1634135005089233720,0.442949590698
1634135005097260876,0.442949590698
1634135005105242274,0.442949590698
1634135005113255313,0.442506692486
1634135005121243504,0.442506692486
1634135005129255028,0.442506692486
1634135005137250901,0.442075067181
1634135005145355964,0.442075067181
1634135005153358694,0.442075067181
1634135005161268611,0.441592733623
1634135005169278384,0.441592733623
1634135005177232535,0.441592733623
1634135005185360374,0.441094274401
1634135005193264589,0.441094274401
1634135005201329786,0.441094274401
1634135005209359729,0.44056601465
1634135005217267916,0.44056601465
1634135005225264844,0.44056601465
1634135005233358063,0.440066022635
1634135005241358639,0.440066022635
1634135005249323183,0.440066022635
1634135005257266261,0.439602389835
1634135005265268957,0.439602389835
1634135005273260418,0.439602389835
1634135005281259964,0.439123112944
1634135005289256860,0.439123112944
1634135005297221075,0.439123112944
1634135005305321052,0.438641463009
1634135005313256420,0.438641463009
1634135005321259279,0.438641463009
1634135005329262546,0.438172879356
1634135005337256752,0.438172879356
1634135005345353335,0.438172879356
1634135005353283675,0.437720761144
1634135005361255168,0.437720761144
1634135005369244125,0.437720761144
1634135005377265416,0.437274850174
1634135005385294651,0.437274850174
1634135005393258762,0.437274850174
1634135005401294780,0.436802419427
1634135005409297219,0.436802419427
1634135005417252838,0.436802419427
1634135005425244082,0.436308184172
1634135005433258106,0.436308184172
1634135005441294976,0.436308184172
1634135005449232743,0.435816678888
1634135005457265240,0.435816678888
1634135005465293885,0.435816678888
1634135005473258128,0.435321308047
1634135005481259288,0.435321308047
1634135005489229941,0.435321308047
1634135005497246038,0.434846643161
1634135005505272326,0.434846643161
1634135005513258638,0.434846643161
1634135005521251977,0.434360462871
1634135005529272341,0.434360462871
1634135005537235011,0.434360462871
1634135005545256464,0.433884301077
