rosbagTimestamp,fz,z
1634139967044774748,0.0,0.458600095193
1634139967046969185,4.748,0.458600095193
1634139967054232245,4.754,0.458600095193
1634139967061363284,4.775,0.458600095193
1634139967068501659,4.797,0.458600095193
1634139967075617061,4.812,0.458600095193
1634139967082767771,4.828,0.458600095193
1634139967089924135,4.834,0.458600095193
1634139967097063872,4.834,0.458600095193
1634139967104204591,4.827,0.458600095193
1634139967111365102,4.822,0.458214773979
1634139967118488165,4.815,0.458214773979
1634139967125631241,4.806,0.458214773979
1634139967132753946,4.803,0.457688518406
1634139967139900107,4.799,0.457688518406
1634139967147032286,4.798,0.457688518406
1634139967154221184,4.799,0.457165440364
1634139967161344934,4.797,0.457165440364
1634139967168512855,4.796,0.457165440364
1634139967175631231,4.789,0.457165440364
1634139967182755388,4.78,0.456726967073
1634139967189929366,4.769,0.456726967073
1634139967197048903,4.758,0.456726967073
1634139967204196639,4.746,0.456238139571
1634139967211335821,4.742,0.456238139571
1634139967218493080,4.737,0.456238139571
1634139967225633326,4.74,0.456238139571
1634139967232770274,4.747,0.455731375972
1634139967239921595,4.762,0.455731375972
1634139967247063666,4.77,0.455731375972
1634139967254209847,4.793,0.455239282443
1634139967261344061,4.806,0.455239282443
1634139967268490057,4.826,0.455239282443
1634139967275622022,4.841,0.454728406488
1634139967282764566,4.859,0.454728406488
1634139967289899704,4.871,0.454728406488
1634139967297056387,4.88,0.454728406488
1634139967304196025,4.887,0.454171464904
1634139967311339628,4.884,0.454171464904
1634139967318484528,4.879,0.454171464904
1634139967325641440,4.872,0.453669337602
1634139967332743119,4.857,0.453669337602
1634139967339886972,4.832,0.453669337602
1634139967347045913,4.81,0.453191785615
1634139967354289260,4.785,0.453191785615
1634139967361356507,4.764,0.453191785615
1634139967368524483,4.729,0.453191785615
1634139967375669175,4.71,0.452723789615
1634139967382781617,4.684,0.452723789615
1634139967389951994,4.658,0.452723789615
1634139967397085510,4.648,0.452247772234
1634139967404204681,4.634,0.452247772234
1634139967411380697,4.633,0.452247772234
1634139967418517573,4.636,0.452247772234
1634139967425659542,4.644,0.451815227391
1634139967432786881,4.659,0.451815227391
1634139967439939349,4.678,0.451815227391
1634139967447083864,4.694,0.451384115973
1634139967454217021,4.706,0.451384115973
1634139967461351022,4.713,0.451384115973
1634139967468492582,4.716,0.450885070265
1634139967475630837,4.713,0.450885070265
1634139967482754870,4.696,0.450885070265
1634139967489934483,4.673,0.450885070265
1634139967497076149,4.658,0.450358830409
1634139967504241935,4.632,0.450358830409
1634139967511375783,4.617,0.450358830409
1634139967518496795,4.606,0.449827240799
1634139967525641962,4.604,0.449827240799
1634139967532779060,4.611,0.449827240799
1634139967539912881,4.628,0.449322774221
1634139967547073068,4.649,0.449322774221
1634139967554203277,4.676,0.449322774221
1634139967561346929,4.7,0.449322774221
1634139967568469759,4.729,0.448834361045
1634139967575631952,4.746,0.448834361045
1634139967582785966,4.763,0.448834361045
1634139967589898797,4.771,0.448351217474
1634139967597076995,4.772,0.448351217474
1634139967604205168,4.766,0.448351217474
1634139967611338552,4.752,0.447902324418
1634139967618489197,4.74,0.447902324418
1634139967625695973,4.728,0.447902324418
1634139967632748789,4.718,0.447902324418
1634139967639933138,4.714,0.44747275272
1634139967647033103,4.713,0.44747275272
1634139967654206365,4.717,0.44747275272
1634139967661355377,4.722,0.447039675688
1634139967668473467,4.735,0.447039675688
1634139967675621865,4.746,0.447039675688
1634139967682807911,4.762,0.447039675688
1634139967689914470,4.77,0.446575692795
1634139967697036456,4.777,0.446575692795
1634139967704190921,4.782,0.446575692795
1634139967711326070,4.783,0.446084884335
1634139967718479344,4.781,0.446084884335
1634139967725610763,4.773,0.446084884335
1634139967732751295,4.769,0.445562777929
1634139967739889561,4.767,0.445562777929
1634139967747110825,4.762,0.445562777929
1634139967754235138,4.762,0.445562777929
1634139967761333449,4.762,0.445056662733
1634139967768485767,4.764,0.445056662733
1634139967775596516,4.76,0.445056662733
1634139967782771260,4.758,0.444556651323
1634139967789916539,4.752,0.444556651323
1634139967797064187,4.746,0.444556651323
1634139967804202958,4.731,0.444054408023
1634139967811346215,4.721,0.444054408023
1634139967818495176,4.707,0.444054408023
1634139967825645162,4.695,0.444054408023
1634139967832779626,4.682,0.443574333734
1634139967839911362,4.677,0.443574333734
1634139967847033775,4.679,0.443574333734
1634139967854203878,4.686,0.443097705939
1634139967861344439,4.69,0.443097705939
1634139967868474350,4.703,0.443097705939
1634139967875672776,4.712,0.443097705939
1634139967882775941,4.724,0.442654002886
1634139967889918481,4.731,0.442654002886
1634139967897061020,4.729,0.442654002886
1634139967904212984,4.727,0.442228213299
1634139967911341630,4.723,0.442228213299
1634139967918492887,4.71,0.442228213299
1634139967925643179,4.7,0.44175421887
1634139967932756911,4.69,0.44175421887
1634139967939903065,4.68,0.44175421887
1634139967947032156,4.677,0.44175421887
1634139967954206383,4.68,0.441253059692
1634139967961345267,4.685,0.441253059692
1634139967968498869,4.692,0.441253059692
1634139967975605159,4.698,0.440734744331
1634139967982748769,4.711,0.440734744331
1634139967989926474,4.721,0.440734744331
1634139967997049524,4.726,0.440225575174
1634139968004176671,4.727,0.440225575174
1634139968011348015,4.728,0.440225575174
1634139968018488587,4.73,0.440225575174
1634139968025644087,4.727,0.439755495067
1634139968032776080,4.722,0.439755495067
1634139968039916406,4.717,0.439755495067
