rosbagTimestamp,fz,z
1643287547970985853,-1.614,0.0747317696529
1643287548006175611,-6.707,0.07415912534
1643287548049495848,-14.098,0.0737501349861
1643287548094704648,-18.866,0.0734941894274
1643287548145309405,-21.92,0.0730418577699
1643287548184718031,-24.776,0.0725756261264
1643287548229475563,-25.625,0.0722908448519
1643287548270366415,-24.134,0.071726444011
1643287548313829876,-20.219,0.071104696949
1643287548355790721,-15.364,0.0707823525071
1643287548406368512,-12.79,0.070493342754
1643287548449097277,-11.647,0.0702330969404
1643287548492074108,-10.658,0.0701011188381
1643287548534959118,-9.779,0.069813325027
1643287548577243866,-9.232,0.0695170272388
1643287548620266093,-8.91,0.069201662564
1643287548663857784,-8.929,0.068911041839
1643287548713407941,-9.446,0.0686105627497
1643287548755685645,-9.998,0.0684467121193
1643287548799102016,-11.006,0.0681337348604
1643287548849200044,-12.296,0.0678304236903
1643287548892183304,-13.781,0.0675328095981
1643287548934619508,-15.426,0.0672680514637
1643287548978835802,-17.194,0.0669599650226
1643287549020302737,-19.372,0.0668358685102
1643287549070908455,-21.912,0.0664622740579
1643287549113851256,-24.331,0.0661749050375
1643287549156196806,-26.835,0.065796168177
1643287549198906741,-29.357,0.0654487081226
1643287549242824682,-31.161,0.065079210071
1643287549285084294,-33.086,0.0649315041978
