1643287547977908466,-2.823,0.0747317696529
1643287547984535709,-3.541,0.0747317696529
1643287547994374777,-4.327,0.0747317696529
1643287547998971942,-5.771,0.0747317696529
1643287548013427548,-7.685,0.07415912534
1643287548020726929,-9.037,0.07415912534
1643287548028691661,-10.072,0.07415912534
1643287548034502067,-11.456,0.07415912534
1643287548043477483,-12.474,0.07415912534
1643287548056339232,-15.004,0.0737501349861
1643287548063583736,-15.843,0.0737501349861
1643287548070356292,-16.836,0.0737501349861
1643287548080563170,-17.489,0.0737501349861
1643287548084742075,-18.406,0.0737501349861
1643287548099204028,-19.533,0.0734941894274
1643287548105890049,-19.777,0.0734941894274
1643287548113305094,-20.133,0.0734941894274
1643287548120620159,-20.61,0.0734941894274
1643287548130773266,-20.985,0.0734941894274
1643287548133871419,-21.781,0.0734941894274
1643287548148844923,-22.763,0.0730418577699
1643287548156221776,-23.042,0.0730418577699
1643287548163555486,-23.447,0.0730418577699
1643287548170611089,-23.945,0.0730418577699
1643287548179918454,-24.285,0.0730418577699
1643287548193326449,-24.944,0.0725756261264
1643287548199242882,-25.282,0.0725756261264
1643287548206451084,-25.435,0.0725756261264
1643287548213831103,-25.543,0.0725756261264
1643287548221176473,-25.622,0.0725756261264
1643287548234503676,-25.536,0.0722908448519
1643287548244584664,-25.46,0.0722908448519
1643287548249015871,-25.165,0.0722908448519
1643287548256446743,-24.92,0.0722908448519
1643287548264126018,-24.619,0.0722908448519
1643287548277661931,-23.708,0.071726444011
1643287548284909584,-23.062,0.071726444011
1643287548292100671,-22.336,0.071726444011
1643287548299642635,-21.94,0.071726444011
1643287548306579625,-20.887,0.071726444011
1643287548320245521,-19.308,0.071104696949
1643287548327910834,-18.619,0.071104696949
1643287548334775182,-17.722,0.071104696949
1643287548342433050,-16.864,0.071104696949
1643287548351348747,-16.265,0.071104696949
1643287548363766909,-15.042,0.0707823525071
1643287548370550409,-14.468,0.0707823525071
1643287548379918810,-14.095,0.0707823525071
1643287548384756155,-13.765,0.0707823525071
1643287548396126131,-13.301,0.0707823525071
1643287548399289411,-12.924,0.0707823525071
1643287548413596749,-12.604,0.070493342754
1643287548421063720,-12.372,0.070493342754
1643287548428914086,-12.159,0.070493342754
1643287548434805506,-11.951,0.070493342754
1643287548442026135,-11.796,0.070493342754
1643287548456507626,-11.448,0.0702330969404
1643287548463908654,-11.299,0.0702330969404
1643287548470331480,-11.109,0.0702330969404
1643287548478368804,-10.966,0.0702330969404
1643287548484564481,-10.787,0.0702330969404
1643287548499197250,-10.49,0.0701011188381
1643287548506447623,-10.331,0.0701011188381
1643287548513937392,-10.21,0.0701011188381
1643287548520737013,-10.062,0.0701011188381
1643287548529288309,-9.953,0.0701011188381
1643287548541436545,-9.677,0.069813325027
1643287548549510866,-9.586,0.069813325027
1643287548556282417,-9.467,0.069813325027
1643287548564882670,-9.389,0.069813325027
1643287548570393468,-9.273,0.069813325027
1643287548584098495,-9.161,0.0695170272388
1643287548592601308,-9.108,0.0695170272388
1643287548599460913,-9.049,0.0695170272388
1643287548606422270,-8.995,0.0695170272388
1643287548615303587,-8.958,0.0695170272388
1643287548630164860,-8.889,0.069201662564
